"","Gender","Age","Stress_Level","Rapid_Heartbeat","Anxiety","Sleep_Problems","Anxiety_Level","Headaches","Irritation","Concentration_Problems","Low_Mood","Health_Issues","Loneliness","Academic_Workload","Peer_Competition","Relationship_Stress","Professor_Difficulty","Work_Environment","Lack_of_Leisure_Time","Home_Environment","Low_Academic_Confidence","Subject_Confidence","Activity_Conflict","Class_Attendance","Weight_Change","Stress_Type"
"337","0",19,3,3,4,1,2,4,3,1,2,2,1,1,2,2,2,3,2,2,2,2,5,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"338","0",18,4,5,2,5,3,2,2,1,1,2,1,1,2,2,2,2,1,5,3,1,4,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"339","0",18,1,4,4,4,3,3,4,1,1,2,2,1,2,1,2,1,2,1,2,3,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"340","1",37,4,4,3,2,3,2,3,1,1,4,5,4,2,2,4,2,2,1,3,5,4,3,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"341","0",15,2,2,3,3,3,5,5,5,5,5,3,4,4,4,3,3,2,1,2,4,1,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"342","1",19,2,3,3,4,1,2,2,3,1,2,4,3,1,1,4,5,1,1,1,1,4,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"343","1",21,2,2,3,3,1,1,2,3,2,3,1,1,2,2,2,3,2,1,1,1,4,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"344","1",21,4,4,3,5,3,1,1,3,2,3,3,1,2,3,3,2,2,1,1,1,2,1,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"345","0",21,3,4,4,4,2,3,2,1,2,2,1,1,2,1,2,3,2,5,4,3,2,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"346","0",21,3,4,3,2,4,1,1,1,1,2,1,1,3,3,2,2,2,2,3,3,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"347","0",19,2,1,2,3,1,3,2,5,3,2,3,1,1,1,2,3,5,3,5,5,4,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"348","0",21,5,1,5,4,1,1,1,2,3,3,2,1,3,1,1,2,1,2,2,4,2,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"349","0",21,2,1,2,3,1,3,3,3,4,1,2,4,1,1,2,2,2,3,2,2,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"350","0",22,3,2,2,3,1,1,1,1,2,3,1,3,1,1,2,2,2,2,1,5,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"351","0",20,3,4,4,4,2,3,2,1,2,2,3,1,3,1,3,2,4,1,1,1,4,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"352","1",20,2,1,1,4,2,4,2,1,2,3,2,2,2,1,2,3,3,3,2,3,2,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"353","0",21,3,4,4,4,2,3,2,1,2,3,2,1,2,4,1,2,1,2,2,2,3,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"354","0",19,2,1,1,1,1,2,3,2,2,3,1,1,1,3,3,2,3,3,2,3,3,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"355","0",20,2,2,1,1,1,1,4,5,4,2,2,2,3,1,1,3,2,1,2,3,1,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"356","0",20,5,3,5,1,1,1,1,5,1,2,1,1,2,2,2,3,2,4,4,4,2,3,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"357","1",19,3,2,2,4,3,5,3,2,1,2,3,3,4,1,2,3,2,2,2,1,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"358","0",22,3,1,4,2,1,3,5,4,2,1,3,4,3,3,3,4,4,1,2,2,4,2,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"359","1",19,2,2,3,2,2,1,1,1,1,1,2,3,3,1,2,3,1,3,5,5,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"360","1",20,2,3,3,4,1,2,3,2,5,5,5,5,5,5,5,5,5,3,3,2,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"361","0",19,1,3,4,3,3,3,4,4,1,3,1,1,2,1,1,1,2,2,2,2,2,2,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"362","0",20,1,2,3,3,1,2,3,1,1,4,3,5,3,3,3,3,3,3,4,4,4,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"363","1",20,5,5,5,5,5,5,5,5,5,4,4,2,3,1,1,4,1,1,3,2,4,4,3,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"364","0",21,3,1,1,2,1,1,1,2,1,1,2,3,3,3,3,3,4,3,4,4,4,3,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"365","0",15,4,3,5,3,3,3,3,3,2,2,5,4,3,3,3,3,1,3,5,4,3,3,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"366","0",17,4,4,2,3,1,1,4,1,1,3,5,5,5,5,5,5,1,4,3,2,2,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"367","0",21,1,2,3,3,3,3,3,4,1,1,2,4,3,1,2,3,1,1,3,3,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"368","0",18,2,5,4,3,3,3,3,1,1,3,2,5,3,3,3,5,5,3,3,4,1,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"369","0",21,3,5,5,5,5,5,5,1,5,2,5,3,5,2,5,5,5,1,3,2,1,3,3,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"370","0",20,1,2,4,3,1,2,3,1,1,2,1,3,1,3,2,2,2,2,2,3,4,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"371","0",20,3,2,5,3,3,3,5,5,1,2,1,3,3,3,3,4,4,1,4,3,1,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"372","0",19,2,5,3,5,2,5,5,5,1,5,3,2,1,2,4,2,1,3,1,1,2,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"373","0",28,2,1,3,1,3,2,2,2,2,3,5,4,2,5,4,3,1,2,4,3,2,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"374","0",18,2,1,3,3,3,3,4,4,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,"No Stress - Currently experiencing minimal to no stress."
"375","0",19,4,5,4,1,4,2,4,3,3,2,3,2,5,1,2,1,5,1,2,2,2,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"376","0",19,2,3,3,3,3,3,3,3,3,3,1,3,1,2,1,1,4,2,1,1,1,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"377","1",19,2,2,2,1,2,3,1,1,1,3,5,4,3,3,4,3,1,1,1,5,3,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"378","1",20,4,3,2,1,1,3,1,3,2,3,3,4,4,2,3,2,4,1,2,3,5,3,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"379","1",20,2,2,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"380","1",18,3,1,3,3,3,3,3,3,3,1,4,4,4,3,3,3,2,5,5,5,4,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"381","1",20,2,3,1,1,1,4,1,2,1,1,2,3,3,1,3,2,2,3,4,2,2,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"382","1",21,2,1,1,1,1,1,1,2,1,3,4,5,4,2,3,3,3,2,2,2,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"383","1",18,3,5,1,1,1,1,1,5,1,2,2,2,4,1,1,1,1,5,5,5,5,4,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"384","1",19,2,2,4,3,5,3,2,1,2,4,4,1,1,1,4,2,5,1,1,1,1,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"385","0",17,1,4,2,1,3,5,4,2,5,1,3,1,2,2,1,2,2,3,3,4,4,2,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"386","1",19,2,3,2,2,1,1,1,1,2,1,3,4,2,1,5,2,3,2,3,4,2,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"387","0",18,3,3,4,1,2,3,2,5,1,1,2,2,4,1,1,1,1,4,3,1,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"388","0",20,3,4,3,3,3,4,4,1,2,1,2,3,2,3,1,2,2,3,2,1,1,1,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"389","1",18,5,5,5,5,5,5,5,5,5,2,3,4,3,2,1,2,2,3,5,5,5,3,5,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"390","0",18,2,3,4,1,2,1,2,4,3,1,2,3,1,1,1,1,1,1,3,2,2,2,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"391","0",20,2,3,1,2,4,2,2,5,3,3,3,5,5,1,3,4,2,2,5,4,4,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"392","1",19,5,4,2,4,2,5,5,3,5,2,5,5,5,1,1,2,5,3,2,3,3,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"393","1",20,3,2,3,4,1,1,2,2,1,2,1,2,1,2,1,2,3,1,3,3,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"394","0",19,4,2,2,3,1,1,4,5,4,2,2,4,2,2,1,3,5,2,2,2,4,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"395","1",19,5,5,5,5,5,5,5,3,4,4,4,3,3,2,1,2,4,1,2,2,3,1,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"396","0",20,2,5,2,2,3,1,2,4,3,1,1,4,5,1,1,1,1,3,4,1,1,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"397","0",18,2,1,1,1,2,1,3,2,2,2,2,2,3,2,1,1,1,2,1,1,3,3,3,"No Stress - Currently experiencing minimal to no stress."
"398","0",18,2,1,4,4,1,1,2,3,2,2,3,3,2,2,1,1,1,1,2,2,1,1,3,"No Stress - Currently experiencing minimal to no stress."
"399","0",21,3,2,2,3,1,1,2,2,3,2,1,2,3,2,5,4,3,1,1,1,1,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"400","0",18,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"401","1",24,5,5,4,5,5,4,3,2,3,1,1,2,3,5,3,5,5,5,4,4,5,5,5,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"402","0",21,4,3,3,4,2,2,3,2,3,3,1,1,2,1,2,2,4,1,3,2,2,1,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"403","1",21,3,2,2,2,4,3,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"404","1",19,3,3,1,3,2,2,1,1,2,1,1,2,2,2,2,1,5,3,1,3,5,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"405","1",18,1,3,3,1,3,4,1,1,2,2,1,2,1,2,1,2,1,2,3,1,1,1,1,"No Stress - Currently experiencing minimal to no stress."
"406","0",20,3,2,1,2,2,3,1,1,4,5,4,2,2,4,2,2,1,3,5,3,3,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"407","0",20,3,2,1,2,5,5,5,5,5,3,4,4,4,3,3,2,1,2,4,3,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"408","0",20,4,3,4,4,2,2,3,1,2,4,3,1,1,4,5,1,1,1,1,1,4,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"409","0",19,3,3,2,1,1,2,3,2,3,1,1,2,2,2,3,2,1,1,1,1,1,1,2,"No Stress - Currently experiencing minimal to no stress."
"410","0",19,4,2,3,2,1,1,3,2,3,3,1,2,3,3,2,2,1,1,1,1,1,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"411","0",17,2,2,1,1,3,2,1,2,2,1,1,2,1,2,3,2,5,4,3,1,2,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"412","0",17,1,1,1,1,1,1,1,1,2,1,1,3,3,2,2,2,2,3,3,1,2,3,1,"No Stress - Currently experiencing minimal to no stress."
"413","1",18,2,3,1,1,3,2,5,3,2,3,1,1,1,2,3,5,3,5,5,1,3,5,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"414","0",20,4,3,1,3,1,1,2,3,3,2,1,3,1,1,2,1,2,2,4,4,5,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"415","0",18,2,2,1,1,3,3,3,4,1,2,4,1,1,2,2,2,3,2,2,1,1,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"416","0",18,2,2,1,4,1,1,1,2,3,1,3,1,1,2,2,2,2,1,5,1,1,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"417","0",19,4,4,3,1,3,2,1,2,2,3,1,3,1,3,2,4,1,1,1,5,5,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"418","1",18,4,3,3,3,4,2,1,2,3,2,2,2,1,2,3,3,3,2,3,2,2,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"419","0",20,3,2,1,1,3,2,1,2,3,2,1,2,4,1,2,1,2,2,2,2,3,2,1,"No Stress - Currently experiencing minimal to no stress."
"420","1",20,2,3,1,4,2,3,2,2,3,1,1,1,3,3,2,3,3,2,3,1,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"421","1",20,4,2,2,4,1,4,5,4,2,2,2,3,1,1,3,2,1,2,3,2,1,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"422","0",19,5,4,4,1,1,1,5,1,2,1,1,2,2,2,3,2,4,4,4,3,4,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"423","0",19,3,2,2,5,5,5,5,3,3,3,1,2,1,2,1,1,2,2,1,2,3,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"424","1",20,2,2,2,3,2,2,2,3,2,3,1,1,1,1,2,3,1,1,1,2,3,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"425","0",20,5,2,1,4,4,4,4,4,2,2,3,2,2,1,1,1,3,2,3,5,5,1,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"426","0",19,2,3,1,4,2,1,4,4,3,2,1,1,1,3,2,2,1,3,4,4,1,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"427","0",19,1,1,1,5,5,5,5,5,1,1,4,3,1,1,1,2,1,1,2,1,1,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"428","0",19,3,4,5,2,1,1,2,4,3,2,1,3,1,3,2,2,1,1,2,2,2,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"429","0",20,3,2,2,2,1,2,3,4,4,2,3,2,3,1,1,2,4,4,4,2,3,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"430","0",21,4,2,1,2,3,1,3,3,2,2,1,2,1,3,3,1,3,2,2,2,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"431","0",19,3,2,1,2,3,4,4,3,3,5,4,1,4,1,1,2,3,2,2,2,3,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"432","0",24,3,2,3,3,4,2,1,3,5,2,1,2,1,3,2,3,2,1,3,2,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"433","0",20,3,2,2,3,4,3,4,4,5,5,1,2,3,4,2,4,2,1,1,2,3,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"434","0",19,2,3,3,3,2,3,2,1,3,1,3,2,1,3,2,2,2,4,5,2,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"435","0",19,4,3,3,2,3,4,2,3,2,4,1,2,4,2,3,2,4,2,2,2,3,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"436","0",19,2,2,1,1,2,2,2,1,3,1,1,3,4,5,5,5,1,1,1,2,1,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"437","0",20,2,2,1,1,2,2,2,4,4,5,5,2,2,2,3,4,5,4,5,3,3,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"438","1",19,4,3,4,4,5,2,2,4,4,3,2,4,1,3,2,3,2,2,3,1,1,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"439","0",18,3,4,3,5,5,5,3,1,4,4,4,3,2,1,2,3,3,3,5,2,3,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"440","1",19,4,3,2,3,3,1,4,5,5,4,2,1,2,4,1,2,1,1,1,1,1,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"441","1",19,2,2,1,3,2,4,4,3,5,5,5,3,1,3,3,2,3,3,4,2,4,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"442","0",19,3,3,2,2,3,1,4,4,1,2,1,2,3,1,1,3,2,2,2,3,2,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"443","0",19,1,2,1,5,4,5,5,4,4,2,1,3,2,2,2,3,2,1,2,3,3,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"444","1",19,2,2,1,3,4,3,5,5,2,2,3,3,2,1,2,1,1,2,3,3,1,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"445","0",20,4,2,1,4,4,4,1,2,1,2,3,3,1,1,1,2,3,1,3,4,2,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"446","0",20,3,2,3,2,5,4,4,2,3,3,4,2,2,2,1,1,1,1,1,1,1,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"447","1",20,1,1,1,5,5,5,2,2,5,3,4,2,1,1,3,2,2,1,3,3,2,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"448","1",19,3,4,4,2,1,2,1,2,2,4,3,3,3,1,1,1,2,3,3,3,2,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"449","0",19,1,2,1,3,4,2,3,3,3,3,3,2,3,1,3,2,2,2,2,3,2,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"450","0",20,3,3,3,3,2,2,5,3,3,1,1,2,2,3,1,1,2,1,1,2,1,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"451","0",20,4,3,1,4,1,2,2,4,3,1,3,3,2,1,3,3,1,2,3,2,2,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"452","0",20,2,2,4,3,3,3,3,3,3,3,3,1,1,4,1,1,2,1,1,1,1,1,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"453","0",20,5,2,4,1,4,5,4,2,2,2,2,3,2,1,3,2,3,2,2,3,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"454","1",21,4,3,1,1,1,5,1,2,1,1,3,4,2,3,4,2,4,2,3,2,2,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"455","1",19,2,2,5,5,5,5,3,3,3,1,2,2,2,1,3,2,2,2,2,2,2,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"456","1",20,3,2,3,2,2,2,3,2,3,1,2,2,2,4,2,3,2,2,3,2,2,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"457","1",21,3,4,4,4,4,4,4,2,2,3,3,2,3,4,5,5,5,4,4,2,2,5,3,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"458","1",19,2,2,4,2,1,4,4,3,2,1,2,3,2,2,2,3,4,2,3,1,2,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"459","1",22,3,4,5,5,5,5,5,1,1,4,2,5,4,1,3,2,3,4,5,4,1,5,4,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"460","1",21,1,1,2,1,1,2,4,3,2,1,1,4,1,2,1,1,1,1,4,4,3,3,1,"No Stress - Currently experiencing minimal to no stress."
"461","1",22,2,3,2,1,2,3,4,4,2,3,3,4,2,4,2,4,2,3,4,2,3,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"462","0",20,1,2,2,3,1,3,3,2,2,1,2,3,4,1,2,4,1,2,1,2,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"463","1",22,3,4,2,3,4,4,3,3,5,4,4,1,2,3,1,3,3,2,3,3,2,3,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"464","0",22,4,3,3,4,2,1,3,5,2,1,1,1,2,2,3,1,1,3,2,1,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"465","0",19,3,3,3,4,3,4,4,5,5,1,4,1,2,3,2,2,2,3,2,4,4,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"466","1",19,2,2,3,2,3,2,1,3,1,3,1,1,2,3,2,1,2,1,1,2,2,1,1,"No Stress - Currently experiencing minimal to no stress."
"467","0",19,3,2,2,3,4,2,3,2,4,1,1,2,2,3,1,1,1,2,3,1,1,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"468","0",19,3,2,1,2,2,2,1,3,1,1,1,3,5,2,2,2,1,1,1,3,2,3,1,"No Stress - Currently experiencing minimal to no stress."
"469","1",19,4,2,1,2,2,2,4,4,5,5,3,1,1,2,1,1,3,2,2,1,3,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"470","1",20,4,2,4,5,2,2,4,4,3,2,1,3,2,3,3,1,1,1,2,1,1,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"471","0",19,3,2,5,5,5,3,1,4,4,4,1,1,2,2,3,1,3,2,2,1,1,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"472","1",19,3,2,3,3,1,4,5,5,4,2,1,3,2,2,2,3,1,1,2,4,4,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"473","0",19,3,2,3,2,4,4,3,5,5,5,3,1,1,2,2,1,3,3,1,3,2,2,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"474","0",20,3,2,2,3,1,4,4,1,2,1,1,3,3,1,1,4,1,1,2,3,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"475","0",21,3,2,5,4,5,5,4,4,2,1,4,1,1,2,2,1,3,2,3,2,1,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"476","0",19,3,2,3,4,3,5,5,2,2,3,1,3,2,3,2,3,4,2,4,2,1,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"477","0",19,3,3,4,4,4,1,2,1,2,3,3,4,2,4,2,1,3,2,2,2,4,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"478","1",21,4,2,2,5,4,4,2,3,3,4,1,3,2,2,2,4,2,3,2,4,2,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"479","0",20,3,2,5,5,5,2,2,5,3,4,4,2,3,2,3,4,5,5,5,1,1,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"480","1",19,3,2,2,1,2,1,2,2,4,3,4,5,5,5,2,2,2,3,4,5,4,5,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"481","1",21,1,1,3,4,2,3,3,3,3,3,2,2,3,4,4,1,3,2,3,2,2,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"482","1",19,4,5,3,2,2,5,3,3,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"483","0",17,2,2,4,1,2,2,4,3,1,3,2,1,2,3,4,3,4,2,3,3,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"484","0",100,5,1,3,3,3,3,3,3,3,3,2,4,1,2,3,2,2,3,3,2,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"485","0",18,4,3,1,3,2,3,2,1,2,3,1,3,3,2,3,2,2,2,2,2,3,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"486","0",19,2,1,2,1,4,2,3,1,2,2,3,1,1,3,2,3,2,2,3,3,2,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"487","0",18,4,3,2,3,3,2,3,1,2,3,2,2,2,3,2,2,3,2,1,2,3,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"488","0",19,3,3,1,2,2,2,3,1,2,3,2,1,2,1,2,2,3,3,3,2,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"489","0",18,4,4,3,4,3,3,5,2,2,3,1,1,1,2,3,2,3,1,1,2,3,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"490","1",18,2,4,1,2,2,3,2,3,5,2,2,2,1,1,3,2,3,3,1,1,2,1,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"491","0",17,4,4,3,5,1,2,2,1,1,2,1,1,3,2,1,2,2,1,1,2,2,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"492","0",18,5,4,1,3,3,3,2,3,2,3,3,1,1,1,1,1,2,1,1,2,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"493","0",17,3,2,1,2,2,2,3,1,2,2,3,1,3,2,5,3,2,3,1,3,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"494","0",18,3,2,1,4,3,3,1,2,1,2,2,3,1,1,2,3,3,2,1,2,3,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"495","1",18,3,3,1,2,3,2,3,2,3,3,2,1,3,3,3,4,1,2,4,1,2,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"496","0",19,3,4,1,2,2,1,2,1,1,1,1,4,1,1,1,2,3,1,3,3,2,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"497","1",19,5,5,5,5,2,3,2,3,2,3,2,1,3,2,1,2,2,3,1,1,3,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"498","1",19,3,3,2,2,3,3,2,2,3,4,2,3,4,2,1,2,3,2,2,2,3,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"499","0",18,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1,2,3,2,1,2,1,1,2,"No Stress - Currently experiencing minimal to no stress."
"500","0",19,5,5,4,5,2,2,2,1,2,2,2,4,2,3,2,2,3,1,1,1,2,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"501","1",19,2,2,1,2,2,3,5,4,5,2,2,4,1,4,5,4,2,2,2,1,1,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"502","0",18,3,2,4,4,5,2,1,5,5,5,3,1,1,1,5,1,2,1,1,3,2,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"503","0",17,1,1,1,1,1,1,5,3,3,1,4,5,5,5,5,3,3,3,1,1,1,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"504","0",19,4,3,2,3,4,2,5,3,2,4,4,3,2,2,2,3,2,3,1,3,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
