"","Gender","Age","Stress_Level","Rapid_Heartbeat","Anxiety","Sleep_Problems","Anxiety_Level","Headaches","Irritation","Concentration_Problems","Low_Mood","Health_Issues","Loneliness","Academic_Workload","Peer_Competition","Relationship_Stress","Professor_Difficulty","Work_Environment","Lack_of_Leisure_Time","Home_Environment","Low_Academic_Confidence","Subject_Confidence","Activity_Conflict","Class_Attendance","Weight_Change","Stress_Type"
"1","0",20,3,4,2,5,1,2,1,2,2,3,1,5,1,2,3,1,4,1,2,1,3,1,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"2","0",20,2,3,2,1,1,1,1,4,2,1,2,1,2,4,3,2,1,1,3,2,1,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"3","0",20,5,4,2,2,1,3,4,2,3,2,3,4,5,2,2,2,2,1,4,1,1,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"4","1",20,3,4,3,2,2,3,4,3,5,2,4,1,2,3,1,1,2,1,2,1,1,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"5","0",20,3,3,3,2,2,4,4,4,4,1,1,1,2,1,2,3,1,2,2,4,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"6","0",20,3,4,3,2,3,3,4,1,3,1,2,2,3,2,2,3,1,2,3,2,4,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"7","0",20,2,2,1,4,4,3,4,1,3,4,2,1,3,4,4,4,2,3,4,3,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"8","0",20,5,5,5,2,4,2,1,1,2,2,4,1,2,1,1,4,2,4,3,1,1,1,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"9","0",20,3,2,1,5,3,5,1,1,2,3,2,3,3,4,4,4,2,4,4,3,1,5,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"10","0",21,3,4,2,1,1,2,1,2,3,4,3,2,2,1,1,1,1,1,1,1,2,4,2,"No Stress - Currently experiencing minimal to no stress."
"11","1",19,2,1,2,4,3,3,2,2,4,3,1,1,2,2,1,1,1,1,1,1,2,3,1,"No Stress - Currently experiencing minimal to no stress."
"12","1",20,5,3,2,4,2,3,4,2,4,4,3,1,5,3,5,1,1,1,1,1,2,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"13","0",20,3,4,2,2,1,2,1,1,1,1,1,1,3,2,2,4,3,5,3,2,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"14","0",18,3,2,2,3,2,3,4,1,1,1,1,2,3,1,4,2,1,3,5,4,4,1,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"15","0",20,5,2,2,2,3,2,1,1,1,1,1,5,2,2,3,2,2,1,1,1,1,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"16","1",19,4,4,3,5,1,2,2,3,5,3,2,1,2,3,3,4,1,2,3,2,2,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"17","0",18,3,2,1,1,1,5,3,1,3,5,4,2,1,3,4,3,3,3,4,4,1,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"18","0",19,4,5,4,4,2,3,2,2,1,1,1,1,1,2,3,3,1,2,3,1,3,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"19","1",18,1,1,4,4,3,3,1,1,2,3,2,5,5,5,5,5,5,5,5,5,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"20","0",19,3,4,1,4,2,2,2,3,3,4,4,1,3,1,1,2,1,1,1,2,2,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"21","0",18,3,4,2,2,1,2,3,1,2,3,1,1,4,3,5,3,3,3,3,3,3,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"22","1",20,1,2,2,4,3,1,4,5,5,5,5,5,4,4,2,3,1,1,4,1,1,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"23","1",19,2,3,3,2,1,1,1,1,1,1,2,1,1,2,3,3,3,3,3,4,3,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"24","0",19,2,2,2,3,3,2,4,3,3,3,3,2,2,5,4,3,3,3,3,1,3,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"25","0",18,5,5,3,4,4,3,2,1,1,4,1,1,3,5,5,5,5,5,5,1,4,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"26","1",19,1,1,2,3,4,3,2,3,3,3,4,1,1,2,4,3,1,2,3,1,1,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"27","0",19,3,4,1,3,3,4,2,3,3,3,1,1,3,2,5,3,3,3,5,5,3,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"28","0",19,3,4,2,4,4,4,4,5,5,5,1,5,2,5,3,5,2,5,5,5,1,3,3,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"29","0",21,4,4,4,4,4,5,3,1,2,3,1,1,2,1,3,1,3,2,2,2,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"30","1",19,3,2,2,2,2,3,3,3,3,5,5,1,2,1,3,3,3,3,4,4,1,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"31","0",19,4,4,4,2,1,3,2,2,5,5,5,1,5,3,2,1,2,4,2,1,3,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"32","0",14,2,2,1,4,2,3,5,3,2,2,2,2,3,5,4,2,5,4,3,1,2,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"33","0",19,2,3,1,2,1,2,2,3,3,4,4,3,1,1,1,1,2,2,1,2,1,1,2,"No Stress - Currently experiencing minimal to no stress."
"34","0",19,5,4,3,4,3,4,3,4,2,4,3,3,2,3,2,5,1,2,1,5,1,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"35","1",17,3,3,4,4,3,4,5,2,1,4,4,4,3,3,2,2,3,2,2,3,4,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"36","0",20,4,3,3,1,3,4,4,4,2,1,2,2,2,1,1,1,1,3,2,1,2,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"37","0",21,4,4,2,4,5,5,4,5,4,4,4,4,4,3,4,3,4,4,3,3,2,5,2,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"38","1",19,5,4,3,4,3,1,2,1,4,2,4,3,1,2,3,1,4,1,1,1,1,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"39","1",36,3,2,1,1,3,5,4,5,5,3,4,4,4,4,2,2,2,2,3,4,3,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"40","0",21,3,2,4,3,3,2,1,5,2,3,2,1,2,2,2,2,1,4,3,1,1,3,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"41","0",21,3,4,4,1,2,3,4,4,4,4,5,4,5,5,1,1,3,1,1,2,3,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"42","1",19,3,2,1,2,2,1,3,4,2,3,2,3,4,5,2,2,2,2,1,4,3,5,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"43","0",19,4,4,2,3,2,2,3,4,3,5,2,4,1,2,3,1,1,2,1,2,4,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"44","1",20,5,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"45","1",19,4,3,3,3,4,1,2,4,3,3,1,3,4,4,3,1,2,3,2,3,3,3,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"46","1",19,3,4,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,3,1,3,3,"No Stress - Currently experiencing minimal to no stress."
"47","1",19,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"48","0",20,1,1,2,1,1,1,2,2,3,2,2,2,1,2,3,1,1,2,1,2,4,3,1,"No Stress - Currently experiencing minimal to no stress."
"49","0",22,5,2,2,2,3,2,2,2,1,2,3,1,1,2,1,2,1,2,1,2,5,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"50","0",19,4,4,2,2,2,2,5,2,2,2,2,2,1,2,2,2,3,3,1,1,3,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"51","1",19,4,5,4,2,2,2,1,2,5,3,2,3,2,2,2,1,1,3,5,2,1,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"52","1",19,3,2,2,2,2,2,2,2,3,4,2,4,2,2,2,2,1,3,3,2,5,5,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"53","1",18,4,2,5,2,2,2,2,3,3,1,2,3,2,2,2,2,2,2,2,2,3,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"54","1",28,2,2,1,2,2,3,3,2,2,1,2,1,2,2,3,2,2,2,1,1,4,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"55","0",19,3,4,2,3,3,2,3,3,2,2,3,4,3,4,4,3,3,2,2,2,2,5,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"56","0",20,4,3,2,1,4,2,2,4,4,4,2,1,2,1,1,2,1,5,1,1,5,1,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"57","0",20,4,4,4,4,1,2,2,2,2,1,1,3,2,3,1,2,2,5,4,3,1,3,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"58","0",19,5,5,2,4,4,4,4,2,3,1,1,1,1,5,4,1,1,5,1,2,5,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"59","0",19,4,3,2,1,1,2,2,5,4,3,1,1,2,1,3,1,2,5,3,2,4,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"60","0",21,4,2,3,2,1,5,4,3,3,4,4,3,3,2,3,3,3,2,1,1,5,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"61","0",41,2,1,4,2,4,1,1,4,3,3,1,3,3,1,1,2,1,5,1,2,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"62","1",18,3,3,3,3,1,2,1,4,4,2,4,3,2,3,1,2,2,3,4,1,5,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"63","1",21,2,2,5,2,1,2,2,5,4,3,4,3,2,2,4,1,1,1,2,3,1,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"64","1",32,4,3,1,3,1,4,3,3,2,1,1,1,2,5,1,1,1,1,2,1,3,2,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"65","1",20,3,2,3,2,2,2,2,3,2,4,3,3,2,4,4,4,2,2,3,4,4,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"66","1",21,4,2,3,1,2,2,1,3,4,4,1,3,3,2,1,1,1,1,2,3,4,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"67","0",19,2,2,3,2,3,3,4,3,2,1,2,5,4,3,1,2,2,3,2,1,2,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"68","0",19,2,2,3,4,1,4,4,4,4,2,2,3,2,3,4,2,5,2,2,3,2,5,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"69","0",19,5,5,5,2,3,3,1,5,4,2,1,3,2,3,1,2,2,3,4,3,5,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"70","0",20,3,2,3,4,2,5,5,4,3,3,5,3,3,3,1,2,3,2,1,1,2,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"71","0",19,4,3,3,4,4,1,4,4,1,1,2,3,2,2,2,2,1,1,2,1,5,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"72","0",18,3,2,2,2,2,1,1,1,1,1,5,5,5,5,5,5,5,3,2,3,4,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"73","1",18,3,4,4,2,3,5,2,1,5,4,3,3,1,3,3,1,3,2,3,3,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"74","0",37,3,2,3,4,5,5,5,4,5,4,4,2,4,3,2,3,4,3,2,2,4,3,5,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"75","0",15,2,1,3,4,5,1,1,3,2,1,2,1,2,2,3,2,3,1,3,2,1,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"76","0",19,4,5,3,4,5,3,2,3,1,1,3,2,2,2,1,1,3,4,4,3,4,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"77","0",21,5,4,4,4,2,4,4,4,2,3,2,4,2,1,1,3,1,4,1,1,4,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"78","0",21,3,2,1,4,5,3,1,3,1,1,1,5,3,1,1,4,4,2,2,3,2,1,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"79","0",21,2,1,5,5,5,5,5,5,1,4,2,3,1,1,1,2,2,1,4,3,2,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"80","0",21,2,3,1,5,5,1,2,1,4,3,3,2,1,1,1,2,2,3,1,1,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"81","0",19,4,4,4,2,1,2,2,3,2,1,2,3,4,2,2,3,5,2,4,3,4,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"82","0",21,4,3,2,2,4,2,5,2,2,3,5,3,1,1,1,2,3,1,1,1,2,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"83","0",21,2,1,3,3,1,2,2,3,4,3,3,4,2,2,3,2,2,2,1,3,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"84","0",22,4,4,2,2,1,2,3,2,1,1,2,1,2,5,2,2,4,5,5,5,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"85","1",20,2,1,5,3,1,1,1,1,2,1,1,4,2,2,3,4,3,1,3,5,4,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"86","1",20,2,2,1,2,2,3,4,3,2,3,2,3,2,3,2,1,4,3,4,5,2,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"87","0",21,2,3,4,1,2,3,3,2,3,3,3,3,1,1,1,2,5,2,3,2,3,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"88","0",19,4,3,3,3,3,4,5,3,2,3,1,1,3,2,2,2,1,1,3,4,3,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"89","0",20,4,3,4,2,4,4,2,4,4,4,2,3,2,4,2,1,1,3,1,2,1,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"90","1",20,4,4,2,2,1,4,5,3,1,3,1,1,1,5,3,1,1,4,4,3,2,3,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"91","0",19,1,3,2,5,5,5,5,5,5,5,1,4,2,3,1,1,1,2,2,1,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"92","0",22,2,2,3,3,1,5,5,1,2,1,4,3,3,2,1,1,1,2,2,2,4,2,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"93","1",19,4,4,1,3,4,2,1,2,2,3,2,1,2,3,4,2,2,3,5,5,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"94","0",20,2,3,2,1,2,2,4,2,5,2,2,3,5,3,1,1,1,2,3,2,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"95","0",19,2,1,2,2,3,3,1,2,2,3,4,3,3,4,2,2,3,2,2,2,2,2,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"96","1",20,3,4,3,2,2,2,1,2,3,2,1,1,2,1,2,5,2,2,4,4,4,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"97","1",20,2,3,3,5,5,3,1,1,1,1,1,3,2,1,2,3,3,2,3,2,4,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"98","0",21,3,3,3,1,1,2,2,3,4,3,4,4,3,3,2,2,2,3,4,4,4,3,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"99","0",15,4,3,2,3,4,1,2,2,1,2,1,1,2,1,5,1,1,1,5,4,3,3,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"100","1",17,4,3,5,3,4,2,3,1,3,2,3,1,2,2,5,4,3,4,3,2,2,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"101","0",21,2,2,1,4,4,4,1,1,1,1,5,4,1,1,5,1,2,1,3,3,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"102","0",18,4,2,3,3,2,2,3,1,1,2,1,3,1,2,5,3,2,3,3,4,1,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"103","0",21,2,2,2,4,4,4,2,4,3,3,2,3,3,3,2,1,1,5,3,2,1,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"104","1",20,3,2,2,2,2,1,1,1,3,3,1,1,2,1,5,1,2,1,2,3,4,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"105","0",20,3,4,4,2,3,1,1,4,3,2,3,1,2,2,3,4,1,1,4,3,1,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"106","0",19,3,2,2,5,4,3,1,4,3,2,2,4,1,1,1,2,3,2,1,1,2,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"107","0",28,4,5,4,3,3,4,4,1,1,2,5,1,1,1,1,2,1,1,4,3,2,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"108","0",18,1,1,1,4,3,3,1,3,3,2,4,4,4,2,2,3,4,2,1,1,1,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"109","1",19,1,2,1,4,4,2,4,1,3,3,2,1,1,1,1,2,3,3,2,2,2,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"110","0",19,4,2,2,5,4,3,4,2,5,4,3,1,2,2,3,2,1,2,1,1,1,1,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"111","0",19,3,4,3,3,2,1,1,2,3,2,3,4,2,5,2,2,3,5,1,5,3,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"112","1",20,3,2,2,3,2,4,3,1,3,2,3,1,2,2,3,4,3,3,2,3,5,3,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"113","1",20,2,2,1,3,4,4,1,5,3,3,3,1,2,3,2,1,1,2,3,3,3,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"114","0",18,3,3,4,3,2,1,2,1,2,1,2,1,1,1,1,2,1,1,5,5,4,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"115","0",20,4,4,4,4,4,2,2,4,1,2,3,2,3,4,3,2,3,2,4,2,2,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"116","1",21,2,3,1,5,4,2,1,3,3,2,3,2,3,3,2,3,3,3,2,2,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"117","0",18,5,5,5,4,3,3,5,4,4,4,3,3,2,2,3,2,2,3,5,5,5,4,5,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"118","1",19,2,1,1,3,4,2,1,1,2,2,2,1,1,1,1,3,2,1,1,1,1,3,1,"No Stress - Currently experiencing minimal to no stress."
"119","1",17,4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,3,3,4,4,2,4,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"120","1",19,3,3,1,1,1,2,3,2,4,3,1,2,3,1,4,1,1,1,3,4,2,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"121","1",18,4,3,4,5,2,1,4,3,4,4,4,4,2,2,2,2,3,4,3,1,2,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"122","0",20,3,3,4,4,4,2,1,3,2,1,2,2,2,2,1,4,3,1,2,1,1,1,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"123","0",18,5,5,5,4,5,4,4,4,5,4,5,5,1,1,3,1,1,2,5,5,5,3,5,"Distress (Negative Stress) - Stress that causes anxiety and impairs well-being."
"124","0",18,2,3,1,2,1,4,2,1,2,4,1,1,5,5,2,4,3,2,3,2,2,2,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"125","1",20,4,3,5,4,5,5,3,3,4,3,2,2,1,1,1,1,1,1,3,4,4,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"126","1",19,2,3,2,1,5,2,3,1,1,4,4,2,4,1,3,3,2,1,1,3,3,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"127","1",20,3,2,3,4,4,4,4,2,3,5,4,3,4,2,5,4,3,1,2,3,3,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"128","0",19,3,2,1,1,1,2,1,1,1,3,2,1,1,2,3,2,3,4,2,2,4,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"129","0",19,2,1,3,2,2,3,3,1,4,3,2,4,3,1,3,2,3,1,2,2,3,1,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"130","0",20,2,2,5,3,2,3,1,4,3,3,4,4,1,5,3,3,3,1,2,1,1,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"131","0",18,3,2,2,4,4,4,2,2,1,3,2,1,2,1,2,1,2,1,1,1,3,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"132","0",18,2,1,5,3,1,3,1,2,3,4,4,2,2,4,1,2,3,2,3,2,1,1,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"133","0",21,2,2,5,5,5,5,1,4,2,5,4,2,1,3,3,2,3,2,3,1,1,3,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"134","0",18,3,4,5,1,2,1,4,3,3,4,3,3,5,4,4,4,3,3,2,3,3,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"135","1",24,2,3,1,2,2,3,2,1,2,3,4,2,1,1,2,2,2,1,1,4,5,5,5,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"136","0",21,3,4,4,2,5,2,2,3,5,4,4,3,4,4,4,4,4,3,4,2,2,1,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"137","0",21,1,2,1,2,2,3,4,3,3,1,1,2,3,2,4,3,1,2,3,2,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"138","0",19,4,2,1,2,3,2,1,1,2,5,2,1,4,3,4,4,4,4,2,3,5,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"139","0",18,3,2,1,1,1,1,2,1,1,4,4,2,1,3,2,1,2,2,2,1,1,1,1,"No Stress - Currently experiencing minimal to no stress."
"140","1",20,2,2,2,3,4,3,2,3,2,4,5,4,4,4,5,4,5,5,1,3,3,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"141","0",20,3,4,2,3,3,2,3,3,3,2,1,4,2,1,2,4,1,1,5,3,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"142","1",20,2,3,3,2,2,3,2,2,3,4,5,5,3,3,4,3,2,2,1,1,4,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"143","1",19,1,1,1,1,1,1,3,2,1,1,5,2,3,1,1,3,2,2,2,1,1,1,2,"No Stress - Currently experiencing minimal to no stress."
"144","0",19,2,1,3,4,3,4,4,3,3,4,4,4,4,2,3,2,4,2,1,1,1,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"145","0",17,3,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,5,3,1,1,2,4,3,"No Stress - Currently experiencing minimal to no stress."
"146","0",17,3,3,1,3,2,3,1,2,2,2,2,3,3,1,4,2,3,1,1,1,2,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"147","0",18,3,3,1,1,1,5,4,1,1,3,2,3,1,4,3,3,2,1,1,1,3,5,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"148","0",20,3,3,1,1,2,1,3,1,2,4,4,4,2,2,1,2,3,4,2,4,5,4,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"149","0",18,3,3,4,3,3,2,3,3,1,4,3,2,1,4,3,2,3,1,1,1,1,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"150","0",18,4,2,1,3,3,1,1,2,4,3,3,4,4,3,3,4,1,1,1,1,1,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"151","1",19,3,2,4,3,2,3,1,2,2,1,3,2,2,1,3,2,1,1,1,5,5,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"152","1",18,3,3,4,3,2,2,4,1,2,3,4,4,2,3,4,4,4,2,2,2,2,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"153","0",20,3,3,1,1,2,5,1,1,4,2,5,4,4,2,5,4,1,1,1,2,3,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"154","0",20,2,3,3,3,2,4,4,4,3,3,4,3,3,3,4,3,2,2,3,1,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"155","0",20,3,3,1,3,3,2,1,1,1,2,3,4,1,2,3,4,1,1,5,2,1,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"156","0",19,2,3,2,5,4,3,1,2,3,5,4,4,3,5,4,4,3,2,2,5,4,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"157","0",19,2,3,2,3,2,3,4,2,3,3,1,1,3,3,1,1,3,3,4,3,3,4,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"158","0",20,2,2,1,3,2,3,1,2,1,2,5,2,1,2,5,2,4,1,1,1,3,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"159","0",20,5,2,5,3,3,3,1,2,1,1,4,4,1,1,4,4,1,1,1,1,5,1,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"160","0",19,2,3,1,2,1,2,1,1,3,2,4,5,3,2,4,5,4,4,2,2,1,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"161","0",19,1,1,4,1,2,3,2,3,3,3,2,1,3,3,2,1,1,1,1,1,1,1,1,"No Stress - Currently experiencing minimal to no stress."
"162","0",19,3,4,3,3,2,3,2,3,2,3,4,5,2,3,4,5,1,2,2,3,2,4,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"163","1",20,3,2,4,4,4,3,3,2,2,1,1,5,2,1,1,5,4,2,5,2,3,2,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"164","1",21,4,2,1,2,2,2,1,1,3,3,4,4,3,3,4,4,1,2,2,3,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"165","1",19,3,2,4,4,4,4,3,4,2,1,1,1,2,1,1,1,1,2,3,2,3,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"166","1",24,3,2,2,4,3,1,2,1,2,2,2,2,2,2,2,2,5,1,1,1,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"167","1",20,3,2,3,4,4,4,1,1,1,1,3,2,1,1,3,2,4,3,4,3,3,3,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"168","0",19,2,3,3,2,1,2,3,2,1,2,4,4,1,2,4,4,4,3,3,2,2,4,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
